Bus_name,Bus_type,Start_time,End_time,Total_duration,Price,Seats_Available,Ratings,Route_link,Route_name
SBSTC-KOLKATA - NANDIGRAM - 16:45 (HWH DEPOT) - 602,Non AC Seater (2+3),16:45,00:00,07h 15m,68.0,52 Seats available,4.1,https://www.redbus.in/bus-tickets/kolkata-to-mecheda-west-bengal,Kolkata to Mecheda (West Bengal)
SBSTC-KOLKATA - HALDIA - 17:00 (Haldia Depot) - 3017,Non AC Seater (2+3),17:00,00:00,07h 00m,68.0,51 Seats available,4.4,https://www.redbus.in/bus-tickets/kolkata-to-mecheda-west-bengal,Kolkata to Mecheda (West Bengal)
SBSTC-KOLKATA - HALDIA - 17.30 (HALDIA DEPOT) - 565,Non AC Seater (2+3),17:30,00:00,06h 30m,68.0,48 Seats available,3.0,https://www.redbus.in/bus-tickets/kolkata-to-mecheda-west-bengal,Kolkata to Mecheda (West Bengal)
SBSTC-DURGAPUR - DIGHA - VIA - MIDNAPUR - 2/2 - 20:00 (D - 3807,Non AC Seater (2+2),20:00,04:45,08h 45m,238.0,7 Seats available,4.2,https://www.redbus.in/bus-tickets/durgapur-to-digha,Durgapur (West Bengal) to Digha
ISHIKA TRADERS,A/C Seater / Sleeper (2+2),21:10,05:00,07h 50m,600.0,31 Seats available,2.9,https://www.redbus.in/bus-tickets/durgapur-to-digha,Durgapur (West Bengal) to Digha
SBSTC-KOLKATA - JHARGRAM - VIA - DHARUA - 15:15(JHRGRAM) - 3798,Non AC Seater (2+3),15:15,00:00,08h 45m,65.0,51 Seats available,3.7,https://www.redbus.in/bus-tickets/kolkata-to-kolaghat,Kolkata to Kolaghat
SBSTC-KOLKATA - MIDNAPUR - 15:30 (MID DEPOT) - 595,Non AC Seater (2+3),15:30,00:00,08h 30m,64.0,52 Seats available,4.5,https://www.redbus.in/bus-tickets/kolkata-to-kolaghat,Kolkata to Kolaghat
SBSTC-KOLKATA - JHARGRAM - VIA - LODHASULI - 16:20 - 1394,Non AC Seater (2+3),16:20,00:00,07h 40m,64.0,52 Seats available,3.9,https://www.redbus.in/bus-tickets/kolkata-to-kolaghat,Kolkata to Kolaghat
SBSTC-GARIA - DIGHA - 15:15 (DIGHA DEPOT) - 543,Non AC Seater (2+3),16:30,00:00,07h 30m,65.0,52 Seats available,4.5,https://www.redbus.in/bus-tickets/kolkata-to-kolaghat,Kolkata to Kolaghat
SBSTC-KOLKATA - GOPIGANJ - 17:30 (ARM DEPOT) - 603,Non AC Seater (2+3),17:30,00:00,06h 30m,64.0,52 Seats available,4.5,https://www.redbus.in/bus-tickets/kolkata-to-kolaghat,Kolkata to Kolaghat
SBSTC-JHARGRAM - KARUNAMOYEE - VIA-LODHASULI - 15:40 (JH - 3799,Non AC Seater (2+3),15:40,00:00,08h 20m,150.0,42 Seats available,3.3,https://www.redbus.in/bus-tickets/jhargram-to-kolkata,Jhargram to Kolkata
WBTC (CTC) MADHYAMGRAM - DIGHA via Belghoria - 130|16:00,Non AC Seater (2+3),16:00,21:05,05h 05m,161.0,47 Seats available,2.5,https://www.redbus.in/bus-tickets/digha-to-barasat-west-bengal,Digha to Barasat (West Bengal)
The Joy Ride,A/C Seater / Sleeper (2+2),21:15,03:35,06h 20m,520.0,31 Seats available,3.7,https://www.redbus.in/bus-tickets/digha-to-barasat-west-bengal,Digha to Barasat (West Bengal)
Satya Paribahan,A/C Seater (2+3),23:00,05:10,06h 10m,296.0,21 Seats available,3.6,https://www.redbus.in/bus-tickets/digha-to-barasat-west-bengal,Digha to Barasat (West Bengal)
Snemita Paribahan (Shinjini),AC Seater (2+3),23:35,05:00,05h 25m,420.0,23 Seats available,3.2,https://www.redbus.in/bus-tickets/digha-to-barasat-west-bengal,Digha to Barasat (West Bengal)
Aradhana Bus Service,Non AC Seater (2+3),16:50,23:30,06h 40m,333.0,54 Seats available,2.0,https://www.redbus.in/bus-tickets/digha-to-barasat-west-bengal,Digha to Barasat (West Bengal)
SBSTC-ASANSOL - SILIGURI - 2/2 VIA - SURI - 15:50 (ASN D - 3809,Non AC Seater (2+2),17:10,04:00,10h 50m,455.0,24 Seats available,3.7,https://www.redbus.in/bus-tickets/durgapur-to-siliguri,Durgapur (West Bengal) to Siliguri
Shyamoli Paribahan Pvt Ltd,Scania Multi-Axle AC Semi Sleeper (2+2),19:30,06:25,10h 55m,1000.0,37 Seats available,4.4,https://www.redbus.in/bus-tickets/durgapur-to-siliguri,Durgapur (West Bengal) to Siliguri
Greenline,Volvo 9600 Multi-Axle A/C Sleeper (2+1),19:45,06:30,10h 45m,1350.0,4 Seats available,4.4,https://www.redbus.in/bus-tickets/durgapur-to-siliguri,Durgapur (West Bengal) to Siliguri
Guru Nanak (Inter City),NON A/C Seater / Sleeper (2+2),18:30,08:00,13h 30m,599.0,35 Seats available,3.6,https://www.redbus.in/bus-tickets/durgapur-to-siliguri,Durgapur (West Bengal) to Siliguri
SBSTC-MIDNAPUR - BARASAT - 16:00 (MID DEPOT) - 1193,Non AC Seater (2+3),16:00,00:00,08h 00m,125.0,35 Seats available,4.0,https://www.redbus.in/bus-tickets/midnapore-to-barasat-west-bengal,Midnapore to Barasat (West Bengal)
Basu Travels,A/C Seater Push Back (2+3),23:30,02:55,03h 25m,319.0,20 Seats available,2.8,https://www.redbus.in/bus-tickets/kolkata-to-heria,Kolkata to Heria
Basu Travels,A/C Seater Push Back (2+3),23:55,02:45,02h 50m,300.0,21 Seats available,2.8,https://www.redbus.in/bus-tickets/kolkata-to-heria,Kolkata to Heria
SBSTC-GARIA - DIGHA - 15:15 (DIGHA DEPOT) - 543,Non AC Seater (2+3),15:15,00:00,08h 45m,108.0,52 Seats available,4.5,https://www.redbus.in/bus-tickets/kolkata-to-chandipur-west-bengal,Kolkata to Chandipur (West Bengal)
SBSTC-KOLKATA - NANDIGRAM - 16:45 (HWH DEPOT) - 602,Non AC Seater (2+3),16:45,00:00,07h 15m,96.0,52 Seats available,3.7,https://www.redbus.in/bus-tickets/kolkata-to-chandipur-west-bengal,Kolkata to Chandipur (West Bengal)
SBSTC-GARIA - DIGHA - 22:30 (DIGHA DEPOT) - 3745,Non AC Seater (2+3),23:45,00:00,00h 15m,96.0,8 Seats available,3.9,https://www.redbus.in/bus-tickets/kolkata-to-chandipur-west-bengal,Kolkata to Chandipur (West Bengal)
SBSTC-SILIGURI - ASANSOL - 2/2 - VIA - MALDA - 16:00 (AS - 3810,Non AC Seater (2+2),16:00,00:00,08h 00m,455.0,35 Seats available,4.5,https://www.redbus.in/bus-tickets/siliguri-to-durgapur,Siliguri to Durgapur (West Bengal)
